Com1	Com2	Com4	D1	D2	D3	D4	MI1	MI2	MI3	MI4
MRPL20-AS1	27.3077122650636	29.1551383048364	27.8974990321723	24.2036204885415	26.1447450668882	27.1962977020612	27.0333845274779	26.1575879346141	28.1602359369713	31.1411731147675	27.5893305032089
MRPL20	37.7649737068634	43.9101735165014	50.515068717316	72.5451799988985	68.8569067126204	71.9792235922477	71.2825216800278	51.562439525786	52.6268417667848	56.0541116065815	57.3908160997159
ATAD3B	61.8642080295565	69.0089447528388	63.6212763163231	71.7898431315492	65.679593944075	75.2446452717405	73.0971550648327	58.1018365094396	59.7186115725278	56.3467132331632	63.9020650535746
ATAD3A	84.5612186589174	88.733029623415	95.3008523984946	131.428614918783	127.183291106633	134.582022076238	125.349290734984	91.2222356208933	98.2801098912555	104.207979295457	107.018219985216
TMEM240	1.78248774576133	1.21691012054969	1.31062075990071	2.23316986868497	2.2695091203896	2.61233734359421	2.60562742433522	2.21116300886126	1.83204053315028	1.92281068896551	1.75302856450041
SSU72	88.2450266668242	99.634516120006	104.699875562354	141.215153460961	142.116661118797	150.256046137803	138.423956917809	113.051589580715	123.426343660786	119.9666668985	115.658146481682
FNDC10	6.74968693061623	8.06202954864171	7.26458364059252	13.4975414121989	16.6581969436597	16.187161754057	14.0983055280995	17.9715801996809	18.9409351895053	19.3953078191304	17.6555019710399
MIB2	74.3653887531626	81.0766367816232	73.9564571658259	64.7619261918641	65.1349117551815	74.6848586981131	60.1155470043054	66.5701203731635	68.1400882168476	66.7967713253671	64.6533630097891
CDK11B	81.875603788637	82.8512973740915	86.7630943054271	78.4236712708781	71.0356354681944	79.0698535248605	78.1222936689077	62.147794355441	66.7808323374136	66.9639722548423	67.0742119798135
SLC35E2B	90.883108530551	84.4738442014911	73.806671936123	66.6338479935559	73.532095500623	68.5738552693481	70.7707020073905	84.5417005728444	83.8897269937686	81.0088503307643	80.639313967019
CDK11A	56.8970088447016	60.0342326137848	55.7201054494931	48.341559510357	47.568911163366	50.240844983053	47.785345799862	43.6587079196436	42.4619717118864	44.3500465433132	44.5352732933796
SLC35E2A	53.973728941653	50.5017700028122	44.9730152183073	36.3546918328568	41.4866267207219	42.4971307145416	38.4795335700933	52.5033599550887	50.8243502744917	46.2310569999099	51.171738573274
NADK	136.015698253228	198.812690944806	182.513302393031	108.899871831755	113.293895289849	118.301562559909	112.181566429861	127.776994299302	129.602093199954	126.362102450929	123.67199134797
GNB1	339.314367283127	362.030760863533	384.760808799423	433.037910124706	424.625156424894	427.770240013552	427.927775385911	400.408688689749	410.081589017091	421.429942742397	417.47123100317
GABRD	1.11702565401043	0.659159648631083	0.674033533663223	2.88998453594525	3.63121459262336	3.68526160971326	2.74521460778175	1.92888688007046	1.95023669657933	2.09001161844077	1.41911836173843
PRKCZ	4.32550359638083	6.33807354452964	5.57949980643446	1.70771813487674	2.45106985002077	2.33244405678055	2.27992399629332	3.62254365281526	3.60498298458604	3.63662021608694	2.9634530495126
FAAP20	25.9767880815618	29.5607750116863	28.2719621064296	25.7471349566032	28.141913092831	27.6161376322817	24.9861058369288	32.0853866392209	29.9036293475498	28.5077584755321	29.7597468211618
LOC112268219	3.85017353084447	3.60002577329284	4.08164750940507	3.31691406966444	3.44965386299219	3.31207056062838	4.00149925880052	3.85777376014093	5.08243502744917	3.67842044845576	4.84169794004876
SKI	131.690194656847	186.136543855747	190.189795415306	126.896593714687	118.377595719521	149.929503969854	117.532408461978	140.949880309539	143.431044321153	141.451986336071	137.863174965354
MORN1	5.65642777988262	6.99723319316073	7.60160040742413	7.35632427331519	6.08228444264412	6.76408776466359	6.09530701049846	6.77462709097919	5.40747447687906	5.72663183452771	5.46777957022748
LOC100129534	1.40222369333225	2.12959271096196	1.27317445247498	1.57635520142468	1.54326620186493	1.11957314725466	1.34934277331645	2.21116300886126	1.95023669657933	2.29901278028485	1.71128978915517
RER1	79.3563544412944	88.5809158583463	88.9349801361197	95.0082416192003	90.8257549979917	96.8897261186639	92.7789479307934	82.6598597142391	82.7373144003354	81.3432521897148	85.2723180303416
PEX10	8.84113921897619	8.77189378562903	9.36157685643366	13.4647006788358	13.2085430806675	13.5281755293272	12.1906140209969	11.2439991301668	11.701420179476	14.1284785406596	11.1859917925264
MEGF6	2.51924934734268	2.78875235959304	1.834869063861	1.08374420097947	1.58865638427272	1.63271083974638	1.20975558986992	7.00985719830485	5.6143177628799	7.23144019980507	6.67820405523967
TPRG1L	26.333285630714	31.436844780867	32.2038243861318	24.0065760883634	24.4653083177999	20.9919965110249	23.1714724521239	24.8873453550555	28.1897849778286	26.041544765772	27.2971590757922
WRAP73	34.9842928234757	32.3495273712793	33.1399820717751	33.9901590307198	36.6752673854959	36.5260739291834	35.2690283508231	30.9092361025925	32.7994353515615	30.0125668408095	31.7632080377337
TP73	26.7848491929736	30.0678208952486	31.4548982376171	48.5386039105351	55.5121930847296	51.6403114171213	49.274275756625	35.3786081417802	38.7978906455858	39.2504181943177	39.8605304547118
LRRC47	84.7038176785783	89.0879617419087	86.8754332277043	84.7290920765768	84.7434705553476	87.6065987726773	82.496025416899	72.5449650992355	75.0545637774471	72.7324043217389	75.7141384762798
CEP104	41.4725482180469	43.7073551630764	40.8164750940507	30.5418820276033	31.0468847669297	30.5550171438252	33.6405112106136	33.3085831973143	33.6859065772794	27.8389547576311	26.8797713223397
DFFB	14.8302980447343	15.5663086253648	12.4321740653439	17.6026330825756	16.3858558492129	18.3796591674307	17.0296363804766	16.1367853625407	14.4790300200587	13.7104762169715	13.1894530090984
C1orf174	31.419317331953	35.2396889075848	37.5960926554376	42.9556792388227	39.8071899716335	42.3105351899991	41.7365678505124	37.1663569574553	38.2069098284406	36.8260047169264	40.8622610629977
NPHP4	34.936759816922	39.0932376226588	38.382465111378	46.3711155085761	45.0270609485296	48.6547830244422	42.1553294008519	35.4256541632453	35.1929076609998	39.9610221445876	38.5248896436639
KCNAB2	425.681840191082	474.037196542461	480.211446427621	343.809637577396	354.088812963185	358.123460478085	323.330445923311	454.417521331722	465.840629114745	467.242997418619	457.373500233227
CHD5	1.09325915073362	1.31831929726217	0.898711378217631	0.985222000890428	0.680852736116879	1.11957314725466	0.930581222976864	0.705690321976999	0.975118348289667	1.37940766817091	1.0434693836312
RPL22	746.719766454336	682.737282216733	680.624083770153	648.47312098608	706.997481183768	651.871464989027	666.761446262923	807.215636298756	794.100923998076	764.69345095511	735.896348112067
LOC107985733	0.950660131072709	1.06479635548098	1.0859429153463	2.33169206877401	2.40567966761297	2.19249741337371	1.90769150710257	1.74070279420993	1.7433934105785	1.96461092133433	1.41911836173843
LOC102724450	0.950660131072709	1.62254682739959	1.0859429153463	1.41215153460961	1.6794367490883	1.58606195861077	1.76810432365604	1.64661075127966	1.53655012457766	1.12860627395802	1.71128978915517
RNF207	9.36400229106618	11.1043048500159	12.4321740653439	12.0197084108632	15.0695405593869	14.9276419633955	13.5399567943134	16.3720154698664	14.7449713877741	13.6686759846026	14.483355044801
ICMT	78.881024375758	82.749888197379	88.5230707544367	116.945851505694	108.164804677768	108.365350878024	121.580436781927	103.548293244758	104.042172858422	110.060011827091	109.647762831966
GPR153	2.21028480474405	2.12959271096196	1.46040598960365	3.28407333630143	4.22128696392465	4.01180377766254	3.7688539530563	1.8347948371402	2.33437422772375	1.33760743580209	1.54433468777417
ACOT7	18.4903395493642	19.0649252219452	19.5469724762335	29.4252970932608	25.736233425218	29.9019328079266	27.591733261264	21.5000318095659	21.4821527032299	23.4499303589055	22.5806774617791
NOL9	33.2255715809912	33.7692558452539	33.8889082202898	35.3366290986033	33.7249055289894	38.6252735802859	33.5474530883159	31.5208343816393	28.9580600401174	29.6363647494901	32.0553794651504
ZBTB48	47.7706715864036	51.7186801233619	55.6077665272159	30.1477932272471	30.1390811187739	32.7008656760633	29.1271922791758	37.3074950218507	37.3204386027227	36.1572009990253	35.7701304708775
KLHL21	101.578035005119	124.530469002918	124.808542649974	99.1790147563031	86.9221993109216	97.962650384783	95.2915172328309	66.5230743516984	72.9861309174387	78.0410338325784	76.0063099036965
PHF13	32.6551755023475	29.3579566582613	30.5187405519737	37.3727545671102	36.8568281151271	38.6252735802859	35.1759702285255	36.1313444852223	35.4588490287152	40.5044251653822	40.4448733095453
THAP3	13.2141758219107	9.98880390617872	12.0577109910865	10.4761939428015	11.6652768788025	9.56302063280024	10.2363934527455	9.55034235742205	9.95802676889751	8.48544717086953	8.0973224169781
DNAJC11	63.361497735996	68.0962621624265	75.7164336148354	88.1773690796933	84.652690190532	87.9331409406266	83.6592519456201	63.559174999395	69.4106969737099	71.3947968859368	71.8324323691717
CAMTA1	16.1136892216824	16.9353325109832	18.4984758683129	23.8095316881853	22.0596286501869	22.1115696582796	22.3339493514447	20.3238812729376	22.0435844795179	21.067317113883	21.5789468534932
VAMP3	14.5688665086893	17.3916738061893	17.9367812569269	17.3727479490345	16.7035871260674	18.099765880617	17.494926991965	17.2188438562388	17.1975417789269	15.6750871383058	15.6937795298132
PER3	23.0535081785132	25.2001804130499	22.6550159925694	26.0098608235073	25.100770871509	22.4381118262289	24.93957677578	22.0175380456824	24.0233702169545	21.6943205994152	23.2067590919579
UTS2	5.3712297405608	4.918345070555	4.41866427623669	3.51395846984253	2.76880112687531	2.9855283926791	2.46604024088869	4.42232601772252	4.07776763830224	4.34722416635681	4.63300406332252
PARK7	128.125219165324	148.158807176925	160.157856859867	223.809597868942	221.367919602801	233.664245608275	229.434800524946	181.785826941275	186.602193013614	189.564053792578	184.151476823234
ERRFI1	9.36400229106618	8.51837084384784	9.28668424158219	9.52381267527414	7.17164882043113	8.90993629690169	8.65440537368484	5.69256859728112	5.93935721230979	6.98063880559218	5.80168977298946
RERE	83.8482235606129	74.839972413806	72.6458364059252	69.9836027965834	74.8938009728567	73.8451788376721	71.0033473131347	87.3644618607524	89.0312601029323	82.7644600902546	86.2740486386275
ENO1	1927.93874581545	2131.72230367292	2393.043722349	2884.04036320655	2922.99157651458	2995.51125324212	2769.82848112949	2040.66822707162	2152.44078316558	2283.46309384365	2211.86292187072
SLC2A5	31.6094493581676	40.4622615082773	44.3364279920698	33.4318665635485	33.4071742521349	37.5523493141668	28.196611056199	45.211226627993	45.2395815524691	45.3114518877959	45.8709141044275
GPR157	2.2815843145745	2.78875235959304	1.9472079861382	1.87192180169181	2.08794839075843	1.81930636428883	1.48892995676298	1.5525187083494	1.71384436972123	2.63341463923537	1.75302856450041
MIR34AHG	6.39318938146397	10.2423268479599	7.37692256286972	3.97372873692473	5.40143170652724	4.43164370788304	3.25703428041902	5.73961461874625	5.64386680373716	3.76202091319339	3.58953467969132
H6PD	64.9538534555428	84.6259579665598	89.7962452069116	83.6125071422343	85.6966643859112	93.9508466071204	83.4731357010247	110.417012378668	106.908429821576	111.397619262893	107.226913861942
LINC02606	1.37845719005543	1.21691012054969	1.61019121930659	1.1494256677055	1.18014474260259	1.58606195861077	1.34934277331645	1.74070279420993	1.59564820629218	2.13181185080959	1.87824489053616
SLC25A33	12.0020841547929	12.2705103822094	13.6304559029674	16.157640814603	15.1603209242025	15.8139707049721	16.7039329524347	13.8315303107492	12.0855577106204	14.044878075922	13.8155346392771
TMEM201	31.0152867762471	34.1241879637476	31.3800056227656	43.8752197729871	44.1646474827816	44.7829258901865	42.8532653180846	35.2845160988499	36.4044183361476	36.2826016961318	40.6953059616167
PIK3CD	206.5784464821	209.207131557834	216.551995843023	209.195471522401	215.240244977749	209.360178536622	202.680590364361	229.302308621059	234.914874815238	229.190674078215	225.138954212267
PIK3CD-AS1	1.68742173265406	1.57184223904335	1.75997644900953	2.46305500222607	2.72341094446752	3.17212391722154	2.372982118591	1.78774881567506	2.36392326858101	2.25721254791603	2.46258774536963
CLSTN1	171.261422612748	140.755937276914	144.842317122742	157.832564542647	161.271318094885	160.425502225366	152.801436812801	175.011199850296	178.860344309011	174.097967816116	167.789876887897
CTNNBIP1	22.3880460867623	20.5860628726323	22.7673549148467	16.026277881151	13.8440056343765	14.9276419633955	15.1684739345229	23.8052868613574	24.2006644620981	26.6267480189354	27.2554203004469
LZIC	33.9623331825725	32.6030503130605	35.6488846692994	32.183918695754	31.5461767734154	33.0274078440125	35.6412608400139	30.4387758879412	30.7605515324104	29.5945645171213	28.6745386621853
NMNAT1	18.0150094838278	19.0649252219452	18.4984758683129	10.2463088092604	12.436909979735	9.98286056302074	11.1669746757224	17.0306597703782	15.0700108372039	12.7490708724887	14.0659672913486
UBE4B	106.164970137545	100.090857415212	108.294721075225	72.7093836657136	74.2583384191476	68.6671530316193	67.9324292773111	64.7353255360233	65.8352630299812	66.587770163523	66.3646527989442
KIF1B	36.1250849807629	29.0030245397677	34.6752806762303	22.0689728199456	17.1574889501454	20.1523166505839	21.5429553119144	19.6181909509606	18.7340919035045	19.3535075867615	20.2850448177905
PGD	358.517701930795	323.444569124437	322.075690168744	261.412237569594	247.739615581729	262.586551912354	273.12558894371	255.648080641534	259.942912421339	274.293124804167	262.119509168157
CENPS	1.49728970643952	1.16620553219345	2.17188583069261	3.6781621366576	2.17872875557401	2.37909293791616	3.21050521927018	2.49343913765206	2.4525703911528	2.04821138607196	2.58780407140537
DFFA	101.625568011673	93.9556022241074	87.9988224504764	87.9803246795152	92.3690211998566	87.6998965349486	85.5669434527227	83.6007801435418	84.273864524913	79.04423940943	80.8480078437453
PEX14	38.2403037723997	38.3326687973153	35.6114383618736	31.7241484286718	29.5943989298804	34.893363089437	32.8960462322321	29.6860395444991	31.7947679624146	31.3919745089804	31.7214692623884
CASZ1	14.5688665086893	13.3353067376904	11.3836774574233	15.2052595470756	15.7957834779116	16.5603528031419	15.8198807906067	12.8906098814465	12.7060875686229	15.3824855117241	13.1894530090984
C1orf127	2.85198039321813	3.44791200822413	4.30632535395948	2.10180693523291	1.95177784353505	1.63271083974638	1.7215752625072	2.82276128790799	2.4525703911528	2.88421603344826	2.87997549882211
TARDBP	201.801379323459	214.328294981814	211.272066495995	288.998453594526	281.01061928664	283.391952898836	284.339092680581	244.262943446972	242.952213928413	253.058606760809	244.923133725915
MASP2	2.18651830146723	2.1802972993182	2.24677844554408	1.57635520142468	1.22553492501038	1.11957314725466	1.44240089561414	2.16411698739613	1.86158957400755	2.04821138607196	2.12867754260765
SRM	114.221814748386	135.837592206359	139.93685084997	203.119935850243	212.879955492544	219.1564435751	209.334246108646	179.715801996809	194.52133596336	189.814855186791	184.986252330139
EXOSC10	127.103259524421	114.288142154959	114.660593337599	138.128124524838	134.127989015025	135.095159768729	139.214950957339	119.638032585834	119.791811635343	120.468269686926	124.256334202803
MTOR	129.883940407809	120.575511111132	127.467230477201	114.811203837098	108.981827961108	106.872586681685	117.485879400829	110.511104421598	109.686039662159	110.269012988935	115.24075872823
UBIAD1	24.4794983751223	27.7354098308617	30.7059720891024	45.6486193745898	40.3972623429348	46.6488811356109	44.9470730697825	33.9672274978262	34.7201230072836	37.2440070406146	37.3979427093422
FBXO44	11.3128555597652	11.0536002616597	7.60160040742413	7.55336867349328	10.031230312122	8.86328741576608	7.90994039530334	10.7264928940504	11.7309692203333	10.0320557685157	10.5181713870025
FBXO6	6.51202189784806	6.99723319316073	6.62799641435503	6.53530593923984	7.80711137414022	7.18392769488409	5.1647257875216	6.68053504804892	6.50078898859778	6.10283392584705	6.05212242506095
MAD2L2	63.2901982261656	60.9469152041971	64.7821118465209	122.857183511036	113.611626566703	119.794326756249	117.299763156234	93.0570304580335	96.536716480677	103.789976971769	100.298277154631
AGTRAP	47.3904075339745	60.3891647322785	66.9914439846392	47.4877004429186	55.6483636319529	54.5325420475292	49.9256826127088	70.5690321976999	71.213188466003	73.7774101309592	71.373305840374
MTHFR	40.9021521394033	41.273534921977	39.6930858712787	22.922831887384	21.8326777381479	27.336244345468	22.7992399629332	30.6269599738017	32.1198074118445	30.2633682350224	31.9719019144599
CLCN6	40.807086126296	42.7439679843079	35.9484551287052	27.0607642911237	31.9546884150855	28.1292753247734	27.4056170166686	34.3435956695473	34.7201230072836	31.5173752060868	32.6397223199839
KIAA2013	81.4002737231007	91.6738957480768	96.0497785470093	104.499213561111	104.851321361999	113.263483397263	102.643108894348	92.3513401360565	94.5864797840977	94.677526315367	96.5417873735585
PLOD1	75.7676124464949	70.2765594617447	63.0221353975114	66.3054406599258	74.2583384191476	70.3465127525013	65.9782087090597	62.5712085486272	63.7668301699728	60.5685367024136	56.4725630421205
MFN2	143.478380282149	150.237695299531	162.779098379668	182.725840431811	174.52525135796	183.376751744087	181.695983786233	149.841578366449	157.614583932639	164.316713441813	164.116864657515
MIIP	71.7510733927127	72.4061521727067	79.1240475905773	47.4548597095556	49.8384202837556	50.9872270812228	46.3894739653967	59.2309410246027	58.7434932242381	55.3435076563116	54.5943181515843
TNFRSF1B	88.8391892487446	101.764108830968	96.5740268509696	83.6781886089603	83.9718374544151	85.4607502404392	78.1688227300566	109.381999906435	109.035960763299	111.439419495262	109.397330179895
VPS13D	59.9866542706879	57.3468894309042	57.4051892836512	44.1051049065282	44.7547198540829	41.4242064484225	45.7845961704617	56.502271779625	51.7108215002096	48.4882695478259	54.7195344776201
DHRS3	7.46268202892076	8.51837084384784	9.58625470098806	8.99836094146591	8.4425739278493	9.42307398939341	7.16547541692185	6.86871913390945	8.36237856260533	9.4886527477211	10.0173060828595
PRDM2	48.9827632535213	48.4228818802065	45.8342802890992	51.3629069797543	48.431324629114	48.7480807867134	50.4840313464949	38.7188756658047	42.9052073247453	42.5944367838229	44.4100569673438
KAZN	24.5983308915063	20.7888812260572	22.6924622999952	33.7602738971787	35.1773913660388	31.4413458854018	30.8952966028319	26.6750941707305	25.648567464104	24.6203368652323	25.7945631633632
EFHD2	146.781924237626	160.480022147491	176.521893204913	201.248014048551	187.370672979365	206.561245668485	187.326000185243	175.669844150808	181.165169495877	192.406469593657	185.403640083591
CASP9	10.3146624221389	11.7127599102908	12.2074962207895	7.48768720676725	7.30781936765451	7.37052321942653	6.74671386658226	7.24508730563052	6.94402460145672	6.64623694664165	6.34429385247769
DNAJC16	25.548991022579	29.2565474815488	28.2345157990039	18.5878550834661	17.7929515038545	15.3941307747516	15.4011192402671	19.4300068651	18.4090524540746	18.4757027070164	19.7424407383023
AGMAT	7.1061844797685	8.01132496028547	6.66544272178076	16.5188888815962	14.2979074584545	15.0209397256667	13.5399567943134	9.31511225009638	9.98757580975477	9.94845530377807	9.34948567733554
DDI2	55.6373841710303	54.1525003644613	53.3984343890976	59.1790015201517	61.0497953384802	57.4714215590727	61.1857154107288	56.0788575864388	57.8570219985202	53.0862951083956	55.6377875352155
PLEKHM2	104.073517849185	121.843125820038	119.341381765816	90.8046277487344	92.1420702878177	99.7353078679362	92.872006053091	95.6445616386159	97.4527367472522	95.2627295685304	99.2130689956544
UQCRHL	8.55594117965438	8.41696166713537	8.31308024851309	10.7389198097057	11.7560572436181	10.2161049686988	10.2363934527455	10.3971707437944	9.45569307432404	9.99025553614689	10.601648937693
FLJ37453	3.73134101446038	4.05636706849897	4.08164750940507	3.97372873692473	4.4936280583714	4.10510153993376	4.74596423718201	4.70460214651332	5.05288598659191	5.76843206689653	5.38430201953699
SPEN	229.917152699935	227.359374189367	240.030830598959	236.486120947066	236.982142351082	230.725366096732	235.018287862807	217.634895297706	228.473183908355	216.943205994152	225.222431762958
ZBTB17	42.898538414656	47.6623130548629	45.1228004480102	33.4975480302745	32.1816393271245	36.572722810319	34.4780343112928	36.366574592548	34.0404950675666	33.1893845008395	33.3910202761984
ARHGEF19	4.01653905378219	5.12116342397995	4.7556810430683	4.07225093701377	4.13050659910907	4.85148363810354	4.32720268684242	4.04595784600146	3.93002243401593	3.21861789239879	4.0069224331438
CPLANE2	0.950660131072709	0.659159648631083	1.0859429153463	0.952381267527414	1.22553492501038	0.653084335898553	0.930581222976864	1.03501247223293	1.24105971600503	0.877804879745124	1.0434693836312
FBXO42	29.8031951091294	31.2847310157983	32.6157337678149	29.4909785599868	27.9149621807921	30.0885283324691	28.6619016676874	29.2626253513129	28.9580600401174	27.1283508073612	27.7562856045899
SZRD1	53.0468353138572	54.0003865993926	62.085977711868	72.8735873325286	69.6739299959607	73.7985299565365	70.8172310685394	58.9957109172771	59.5413173273842	65.5009641219338	59.6447099683593
NECAP2	44.8236251800782	47.3073809363693	44.9730152183073	50.8374552459461	50.5192730198725	54.2059998795799	52.1590775478532	45.0700885635976	44.0280708773213	43.8484437548874	42.1561630987004
CROCCP3	1.63988872610042	1.31831929726217	1.61019121930659	1.3793108012466	1.6794367490883	1.49276419633955	1.30281371216761	1.1291045151632	1.24105971600503	1.17040650632683	1.62781223846467
NBPF1	9.15010376157482	8.31555249042289	7.41436887029546	5.22167660471927	5.03831024726491	5.31797244945965	4.74596423718201	5.08097031823439	6.64853419288409	5.01602788425785	4.79995916470351
LOC105376794	35.0318258300293	37.8256229137529	31.9791465415774	26.9622420910347	29.7759596595115	28.2692219681802	26.4750357936918	30.7680980381971	33.419965209564	27.8807549899999	26.2954284675062
CROCCP2	13.6182063776166	13.6395342678278	12.5070666801954	9.45813120854811	10.3489615889766	10.2161049686988	11.7253234095085	11.291045151632	10.8740470354727	11.3696632043178	10.0590448582048
CROCC	1.40222369333225	1.16620553219345	1.19828183762351	1.21510713443153	1.36170547223376	1.67935972088199	1.20975558986992	1.31728860102373	1.65474628800671	1.29580720343328	1.25216326035744
