Com1	Com2	Com4	D1	D2	D4	MI1	MI2	MI4
MIB2	75.0262746023926	81.5271409763507	74.2644824059991	65.805646303729	65.7585551626921	60.8818499479518	66.0881961272783	67.4878865375562	63.9963376868683
CDK11B	82.6032329834588	83.3116625111676	87.1244585998481	79.6875676335217	71.7157761878837	79.1181316274079	61.6978848651129	66.1416407523318	66.3925853213669
SLC35E2B	91.690787497459	84.9432250572859	74.1140733277085	67.7077364859362	74.2361389293109	71.6728279960021	83.9296738096955	83.0867779185265	79.8198349974367
CDK11A	57.402653051495	60.3678142063785	55.9521771241148	49.1206447054204	48.0243664184678	48.3944736041381	43.3426473541444	42.055547681903	44.082693551897
SLC35E2A	54.4533939348142	50.7823842479332	45.160325756762	36.9405935386552	41.8838462848087	38.970038627675	52.1232698784754	50.3378858823056	50.6517172395743
NADK	137.224470933043	199.917398229063	183.273461897134	110.654930599982	114.378643683679	113.611563641263	126.851972213207	128.361608999879	122.415202431369
GNB1	342.329856982537	364.042393102654	386.363319859059	440.016862150593	428.690789928212	433.382642392657	397.509990981813	406.156500159673	413.228773107848
GABRD	1.12695267060161	0.662822284360574	0.67684085230784	2.93656028130231	3.66598216934869	2.78020831805662	1.9149229973275	1.93157003966987	1.40469688918885
PRKCZ	4.36394438403178	6.37329119577475	5.60273816632601	1.73524016622409	2.47453796431036	2.30898656923347	3.59631879985896	3.57047795211702	2.93333762154141
FAAP20	26.2076440205865	29.7250301370935	28.3897135273566	26.1620825061478	28.4113618124523	25.3046079118035	31.8531093701794	29.6174072749379	29.4573200585778
LOC112268219	3.8843900561162	3.62002939920006	4.0986473834197	3.37037032285833	3.48268306088125	4.05250703987914	3.829845994655	5.03378858823056	4.79249526899724
SKI	132.860526549012	187.170815837513	190.981927159529	128.941692351729	119.511018720767	119.030613752729	139.929495121785	142.058196553902	136.462171323258
MORN1	5.70669650219541	7.03611348013533	7.63326072324953	7.47488071604224	6.14052013365905	6.17300490958335	6.72558321012585	5.35571692817554	5.41221448481585
LOC100129534	1.41468526735096	2.14142584178032	1.27847716547037	1.60176015343762	1.55804242197319	1.36654307158715	2.19515563108274	1.93157003966987	1.6938991899042
RER1	80.0615950455062	89.073117752148	89.3053902350623	96.5394192478134	91.695379010834	93.9616167153374	82.0614562513272	81.9453956223579	84.4057571944945
PEX10	8.9197104992298	8.82063501495226	9.40056739316445	13.681701310613	13.3350101410058	12.3460098191667	11.1625999112505	11.5894202380192	11.0723166559591
MEGF6	2.54163793795258	2.80424812614089	1.84251120906023	1.10121010548837	1.60386719909005	1.22517654694021	6.95911040492189	5.56058041723143	6.61033830206516
TPRG1L	26.5673097665232	31.6115243310428	32.3379518324857	24.3934723367271	24.6995548659868	23.4668430913932	24.7071772094207	27.9199669370462	27.0197578096913
WRAP73	35.2951985345867	32.5292782632343	33.2780085718021	34.5379533084987	37.0264199104217	35.7186085607952	30.6854733961992	32.4854961217205	31.4404215491974
TP73	27.022886378043	30.2348934327554	31.5859064410325	49.3208647246001	56.043702413918	49.9023832003722	35.1224900973239	38.4265373043414	39.4554567404514
LRRC47	85.4565812345565	89.58298104781	87.2372654085661	86.0946082472722	85.554858877175	83.5476160663456	72.0197868750977	74.3361803145676	74.9447104996637
CEP104	41.8411151106344	43.9502160860627	40.986473834197	31.0341029728539	31.3441475479313	34.0693324399142	33.0674507831188	33.3634825033886	26.6066116658122
DFFB	14.9620950309661	15.6528031768228	12.4839534981224	17.8863217133868	16.542744539186	17.2467160069275	16.0199655630081	14.3404442339126	13.0554181465787
C1orf174	31.6985410752199	35.4354990485076	37.7526786509484	43.6479641811752	40.188329531485	42.2685908694371	36.8972967777738	37.841213049896	40.4470074857612
NPHP4	35.2472431017952	39.3104600955387	38.5423263119742	47.1184445136234	45.4581788999237	42.692690443378	35.1691955362831	34.8560593522244	38.1333890800384
KCNAB2	429.464878364798	476.671195114385	482.211504999764	349.350563465385	357.479086288614	327.451993257211	451.127834906983	461.381843566597	452.725544462687
RPL22	753.355871438981	686.530927608857	683.458851752628	658.924083120402	713.766728372189	675.260766063583	801.371921662079	786.500200698303	728.417966273192
LOC107985733	0.959108655831161	1.07071292089016	1.09046581760708	2.36927022695982	2.4287131871935	1.93200917017494	1.72810124149067	1.72670655061397	1.40469688918885
LOC102724450	0.959108655831161	1.63156254611834	1.09046581760708	1.43491013745454	1.69551675332377	1.79064264552799	1.63469036357226	1.52184306155808	1.6938991899042
RNF207	9.44722025993694	11.1660061749974	12.4839534981224	12.2134211699619	15.213826002797	13.7125528907538	16.2534927578041	14.6038401484131	14.3361711926038
ICMT	79.5820407175906	83.2096898520352	88.891765269763	118.830581383154	109.200443869474	123.130242967491	102.798671149215	103.046334995115	108.533491997032
GPR153	2.22992762480745	2.14142584178032	1.46648851333365	3.33700031966171	4.26170427186785	3.81689616546757	1.82151211940908	2.31203080505938	1.52864073235257
ACOT7	18.6546633559161	19.1708599168905	19.6283847169274	29.8995228641689	25.9826486252588	27.9434497052132	21.3443856043577	21.2765366490908	22.3512063838578
NOL9	33.5208475212991	33.9568954910879	34.0300539632553	35.90612343956	34.0478093978259	33.9750880901496	31.2926441026689	28.6808884678253	31.7296238499127
ZBTB48	48.1952099555158	52.006056157522	55.8393703153968	30.6336629344945	30.4276520055941	29.4984814763296	37.0374130946514	36.9632266682279	35.4066245304365
KLHL21	102.48075987556	125.222425414582	125.328364485668	100.777409653784	87.7544481787842	96.5062141589824	66.0414906883191	72.2875454240086	75.233912800379
PHF13	32.9453823278004	29.5210848188287	30.6458497017161	37.9750636377503	37.2097190188892	35.6243642110306	35.8697771206712	35.1194552667248	40.0338613418821
THAP3	13.3316103160531	10.044306924541	12.1079308023958	10.6450310197209	11.7769677190327	10.3668784741094	9.48120410871908	9.86271368740522	8.015035191254
DNAJC11	63.9245919111469	68.474640607404	76.0317890759141	89.598458582917	85.4632093229413	84.7256704384035	63.0990480338891	68.7463336846139	71.1024513615883
CAMTA1	16.2568917163382	17.0294340751101	18.575521168893	24.1932523175474	22.2708416787933	22.6186439435115	20.1767496303776	21.8325946908139	21.359655638548
VAMP3	14.6983401506125	17.4883110412059	18.0114871253031	17.6527316910105	16.863517979004	17.7179377557507	17.0941906590699	17.0329358043615	15.5342950098531
PER3	23.2583849039057	25.3402057944004	22.749373091458	26.4290425317208	25.3411017456228	25.2574857369212	21.858145432909	23.7934309432061	22.9709255996764
UTS2	5.41896390544606	4.94567396792121	4.43706780957362	3.57059034203803	2.79531140412837	2.49747526876273	4.39031126216549	4.03873735567336	4.5859221970577
PARK7	129.263869089645	148.982054992431	160.824906962257	227.416571784946	223.487437998919	232.359444344698	180.469816138377	184.816133341139	182.280078679447
ERRFI1	9.44722025993694	8.56570336712127	9.32536285401913	9.67730092701897	7.24031478446366	8.76472452811071	5.65135811406408	5.88250875717641	5.7427313999191
RERE	84.5933834443084	75.2558224397083	72.9484029709561	71.1114768119911	75.6108822428167	71.9084388704136	86.732000147248	88.1790989322016	85.3973079398042
ENO1	1945.07235402559	2143.5672676221	2403.01063931027	2930.52031072372	2950.97817199434	2805.13594856937	2025.89512029458	2131.83873332836	2189.38536025837
SLC2A5	31.8903628063861	40.687090993826	44.5210871740268	33.9706632541562	33.7270359580079	28.5560379786833	44.8839268397982	44.8065716777964	45.40476121231
GPR157	2.30186077399479	2.80424812614089	1.95531801777821	1.90209018220718	2.10793974737549	1.5079095962341	1.54127948565384	1.6974403378917	1.7352138042921
MIR34AHG	6.45000571046456	10.299238572372	7.40764710581359	4.03777038679067	5.45314847690617	3.29855224176209	5.69806355302329	5.5898466299537	3.55305683736002
H6PD	65.5310989096641	85.0961840459845	90.1702424352334	84.9600281385872	86.517179196629	84.5371817388742	109.61766523726	105.885157629175	106.137244362534
LINC02606	1.39070755095518	1.22367190958875	1.61689759162429	1.1679501118816	1.19144420503832	1.36654307158715	1.72810124149067	1.58037548700262	1.85915764745582
SLC25A33	12.1087467798684	12.3386917550199	13.6872261244474	16.4180415727356	15.3054755570308	16.9168607827513	13.7313990540069	11.9698810034087	13.6751373623973
TMEM201	31.2909198964916	34.3137997980513	31.5107019018872	44.5823242706805	44.5875081347034	43.3995230666127	35.0290792194055	36.0559740738375	40.2817490282095
PIK3CD	208.414310912111	210.369595790133	217.45392493868	212.566920362451	217.301093088143	205.264193787367	227.642309487176	232.666391142052	222.851030008372
PIK3CD-AS1	1.70241786410031	1.58057621655214	1.76730666991492	2.50275023974628	2.74948662701151	2.4032309189981	1.77480668044988	2.34129701778166	2.43756224888653
CLSTN1	172.783424347984	141.538050875766	145.44557870704	160.376235362942	162.815433096199	154.749222313525	173.744232928251	177.148385607904	166.084749839387
CTNNBIP1	22.5870088448238	20.7004498038764	22.8621799001759	16.2845615599492	13.9765570206419	15.3618290116349	23.6329521133589	23.9690282195397	26.9784431953034
LZIC	34.2641567295682	32.7842099110653	35.7973606331702	32.7026031326848	31.8482200962167	36.0955859598538	30.2184190066071	30.4661274438838	28.3831400844923
NMNAT1	18.1751090280005	19.1708599168905	18.575521168893	10.4114409973445	12.5559889300193	11.3093219717558	16.907368903233	14.9257684883581	13.9230250487247
UBE4B	107.108459139945	100.647014563675	108.745763604126	73.8811870773103	74.9693353631806	68.7983753281808	64.2666840078693	65.2051219452191	65.6902368767725
KIF1B	36.4461289215841	29.1641805118653	34.8197016242811	22.4246421481267	17.3217657501725	21.8175669705121	19.4761680459894	18.5547788659196	20.0789025925229
PGD	361.703851830327	325.241796302777	323.41712059443	265.625225445072	250.111633503814	276.607166559193	253.797355304333	257.454873317815	259.455778356057
CENPS	1.51059613293408	1.17268558002255	2.18093163521415	3.73744035802112	2.19958930160921	3.25143006687978	2.47538826483799	2.42909565594847	2.56150609205025
DFFA	102.528715308351	94.477668686165	88.3653334957458	89.3982385637373	93.2534214328072	86.6576796085784	82.9955650305114	83.467238683916	80.0264080693763
PEX14	38.5801456808085	38.5456651520457	35.7597583635976	32.2354230879321	29.8777546801918	33.3153776417971	29.4711319832598	31.4904448891633	31.3991069348095
CASZ1	14.6983401506125	13.4094046759101	11.431089950088	15.4503114800337	15.9470224366668	16.0215394599873	12.7972902748228	12.5844714705764	13.0554181465787
C1orf127	2.87732596749348	3.46707041050147	4.32426100085565	2.1356802045835	1.97046541602492	1.74352047064568	2.80232633755244	2.42909565594847	2.8507083927656
TARDBP	203.59478991656	215.519215076319	212.152004928935	293.656028130231	283.701195130471	287.963610705831	242.494639076204	240.62680100251	242.43415722824
MASP2	2.20594990841167	2.19241217134652	2.25613617435947	1.60176015343762	1.23726898215518	1.46078742135178	2.14845019212354	1.84377140150305	2.10704533378327
SRM	115.236904998114	136.592376907845	140.519681393022	206.393469771077	214.918204678067	212.002664795538	178.414776824172	192.659478350708	183.106370967205
EXOSC10	128.232827284626	114.92318684221	115.138149431478	140.354233444972	135.412216380317	140.989547247888	118.771931273264	118.645226376085	122.9936070328
MTOR	131.038220102932	121.245491708419	127.998125625327	116.661531175373	110.025289857577	118.983491577847	109.711076115178	108.636181625069	114.069650325012
UBIAD1	24.6970478876524	27.8895222727103	30.8338610495794	46.3843044432978	40.7840516340041	45.5200209363169	33.7213269285477	34.3877999486681	37.0178944915649
FBXO44	11.4133930043908	11.1150198454312	7.63326072324953	7.67510073522194	10.1272757428257	8.01076972999366	10.6488400826993	11.6186864507415	10.4112828257526
FBXO6	6.56989429244345	7.03611348013533	6.65560171436043	6.64063063612681	7.88186166409968	5.23056141193703	6.63217233220744	6.43856679889955	5.99061908624655
MAD2L2	63.8526587619595	61.28556813857	65.051926360698	124.837181958545	114.699417123497	118.795002878318	92.3833582613121	95.6127169636583	99.279018374141
AGTRAP	47.8115664931834	60.7247185133419	67.2704602654848	48.2530246223084	56.1811767452686	50.5620936487247	70.058158438811	70.5315726606724	70.6479906033213
MTHFR	41.2656499171357	41.5028722668852	39.8584057470173	23.2922622312388	22.041717793209	23.0898656923347	30.405240762444	31.8123732291082	31.6469946211369
CLCN6	41.1697390515526	42.9814758243049	36.0981787897515	27.4968826340125	32.2606430902684	27.7549610056839	34.0949704402213	34.3877999486681	32.3080284513434
KIAA2013	82.1236786555432	92.1832838556861	96.4498214538672	106.183350171636	105.855235139943	103.951517790388	91.6827766769239	93.6811469239885	95.5607030792294
PLOD1	76.4409598697435	70.6670527787505	63.2846196907831	67.37403645397	74.9693353631806	66.8192439831236	62.1182338157457	63.1564870546602	55.8986732668385
MFN2	144.753473881318	151.072494504645	163.457065832343	185.670697785978	176.196268014321	184.012092915443	148.756823085075	156.105978660592	162.449063773251
MIIP	72.3887257988569	72.8084786205308	79.4535956070259	48.2196546191118	50.3156052743107	46.9808083576687	58.802147649642	58.1812308918741	54.0395156193826
TNFRSF1B	89.628703887422	102.329563439359	96.9762532278845	85.0267681449804	84.7758376661884	79.1652538022903	108.590145580157	107.992324945179	108.285604310705
VPS13D	60.5197561829463	57.66553873937	57.6442792548844	44.8159142930568	45.1832302372226	46.3682200841986	56.093232190008	51.2158722639737	54.1634594625464
DHRS3	7.52900294827461	8.56570336712127	9.6261810106004	9.14338087587309	8.5234085437357	7.25681493187661	6.81899408804427	8.28233820040261	9.91550745309773
PRDM2	49.4180734917006	48.6919447357191	46.0251779569331	52.1906849995092	48.8950371836881	51.1275597473125	38.4385762634276	42.494540872737	43.9587497087333
KAZN	24.8169364696313	20.9043951221412	22.7869753610306	34.3043632861224	35.5142022655654	31.2891241218576	26.4819838898705	25.403072642931	25.5324316917267
EFHD2	148.086376460331	161.371733077017	177.257098765509	204.49137958887	189.164679938392	189.713876076203	174.39810907368	179.431150200242	183.519517111084
CASP9	10.4063289157681	11.7778421297917	12.2583398806864	7.60836072882871	7.37778911581423	6.83271535793577	7.19263759971793	6.87755998973361	6.2798213869619
DNAJC16	25.7760451254625	29.4191121596963	28.352111257784	18.8874218092853	17.9633126298086	15.5974398860465	19.2893462901526	18.2328505259746	19.5418126054801
AGMAT	7.16933720233793	8.05584007145929	6.69320398393309	16.7851116078984	14.4348047918105	13.7125528907538	9.24767691392305	9.89197990012749	9.25447362289122
DDI2	56.1318340825187	54.4533999766995	53.62083641061	60.1327457603041	61.6343252221748	61.965659970245	55.6728832393751	57.303244510206	55.0723809790803
PLEKHM2	104.998420097116	122.520149947574	119.83843312806	92.2680588386464	93.0242975472229	94.055861065102	94.9521574040685	96.5199695580487	98.2048384000555
UQCRHL	8.63197790248045	8.46373070798887	8.34770384513003	10.9119910452938	11.8686172732664	10.3668784741094	10.3219020099848	9.36518807112662	10.4939120545284
FLJ37453	3.76450147413731	4.07890636529584	4.0986473834197	4.03777038679067	4.536652934569	4.80646183799619	4.67054389592073	5.00452237550829	5.32958525604003
SPEN	231.960428412766	228.622701774832	241.030547960736	240.29739301884	239.251161327119	238.014105330576	216.059360625293	226.286356768597	222.933659237147
ZBTB17	43.2797780943811	47.9271497922262	45.3107348350526	34.0374032605495	32.4897669758527	34.9175315877959	36.1033043154672	33.7146770560558	33.0516915103258
ARHGEF19	4.05223407088666	5.149619286186	4.77548823572754	4.13788039638052	4.17005471763413	4.38236226405535	4.01666775049183	3.892406292062	3.96620298123909
CPLANE2	0.959108655831161	0.662822284360574	1.09046581760708	0.967730092701897	1.23726898215518	0.942443497646313	1.02751965710256	1.22918093433537	1.03286535969768
FBXO42	30.0680563603069	31.4585653423442	32.7515767977849	29.9662628705622	28.182237926868	29.0272597275064	29.0507830326269	28.6808884678253	27.4742185679583
SZRD1	53.5182629953788	54.3004409880009	62.3445629514666	74.0480370932934	70.3410328743779	71.7199501708844	58.568620454846	58.9714186353754	59.0385839603194
NECAP2	45.2219731224392	47.5702454852628	45.160325756762	51.6567649483633	51.0029769310636	52.8239580430758	44.7438105229206	43.6066569561833	41.7277605317863
CROCCP3	1.65446243130875	1.32564456872115	1.61689759162429	1.40154013425792	1.69551675332377	1.31942089670484	1.12093053502098	1.22918093433537	1.61126996112838
NBPF1	9.23142081237492	8.36175804885648	7.44524937538624	5.30583050826212	5.0865502599713	4.80646183799619	5.04418740759439	6.58489786251091	4.75118065460933
LOC105376794	35.3431539673783	38.0358018563837	32.1123382150498	27.3967726244227	30.0610537886592	26.8125175080376	30.5453570793216	33.1000865888882	26.0282070643815
CROCCP2	13.7392314947814	13.7153226533073	12.5591580372677	9.61056092062573	10.4480491826438	11.8747880703435	11.2093053502098	10.7699662817956	9.95682206748564
CROCC	1.41468526735096	1.17268558002255	1.20327262632505	1.23469011827483	1.37474331350576	1.22517654694021	1.3077522908578	1.63890791244716	1.23943843163722
ATP13A2	88.4537957840288	92.4892018330832	90.2830492439514	73.1136770037881	76.8939760020887	74.0760589150002	101.771151492113	109.075174815903	105.641468989879
SDHB	74.4987648416854	77.6521799293196	81.4841181639494	89.2647585509508	85.4173845458244	90.1447205498698	74.6819968957725	78.3163852447964	83.0010603053056
PADI2	4.96338729392626	5.0986329566198	3.27139745282123	2.40264023015643	3.39103350664754	2.45035309388041	5.83817986990091	6.23370330984366	4.54460758266979
ARHGEF10L	3.16505856424283	2.5493164783099	3.45940880068452	0.266960025572937	0.504072548285444	0.518343923705472	2.47538826483799	2.75102399589345	2.89202300715351
ALDH4A1	22.0355213677209	24.3204792030765	24.2910661439369	18.4202417645327	19.8879532687166	17.8121821055153	20.503687703092	22.5642500088707	19.6244418342559
IFFO2	5.92249594975742	5.2515919453184	4.02344284427438	4.60506044113316	4.58247771168586	5.08919488729009	5.32442004134963	3.98020493022881	4.21409066756654
UBR4	764.025955235103	646.25172725156	645.217343597235	315.413270214425	320.177717715491	316.095549110573	359.211531035263	366.822710260941	367.534809594823
EMC1	81.0686591341289	81.8330589537479	85.3571519299332	76.35056731386	73.548767272558	72.5210271438837	75.8029274307935	75.2726991216802	78.9522280952907
MRTO4	80.1814836274851	87.2376098877648	86.146799590959	182.567287488692	175.600545911802	184.059215090325	112.279875257934	114.1967620423	123.406753176679
AKR7L	2.18197219201589	2.4983301487437	2.10572709606884	3.3036303164651	2.79531140412837	3.25143006687978	1.77480668044988	2.63395914500436	2.23098917694699
AKR7A3	10.8619055272879	11.4719241523946	10.9422604456434	13.4481112882367	13.1517110325384	13.0057202675191	13.1242283475373	13.3161267886332	12.5596427739238
LOC100506730	9.49517569272849	9.17753932191565	10.002203706327	10.978731051687	11.1354208393966	10.5553671736387	13.6379881760885	12.5259390451319	12.6835866170875
AKR7A2	79.6779515831737	89.4810083886776	99.3827984805346	114.158780935627	107.000854567865	108.946468327914	111.859526307301	115.191813274857	119.192662509112
SLC66A1	109.530208495919	109.416663249061	117.055865179684	69.7766766841264	71.0284045311308	67.4318322565937	89.9546754354333	91.3105836934846	87.3390948160359
CAPZB	200.837352531045	203.741372946527	215.76182280791	226.8826517338	217.484392196611	215.819560961006	220.076028375785	226.022960854097	221.90079387745
MICOS10	24.9128473352144	32.8861825701977	37.1886446073586	43.0473041236361	42.5712179415616	43.0696678424365	34.0482650012621	33.2171514397772	35.0761076153332
RPS14P3	0.719331491873371	1.32564456872115	0.752045391453156	1.26806012147145	1.28309375927204	1.08381002229326	0.840697901265732	1.05358365800174	0.661033830206516
TMCO4	16.3288248655255	20.1905865082144	18.6507257080383	18.8540518060887	17.4592400815231	17.623693405986	15.7397329292529	17.0622020170838	18.261059559455
OTUD3	19.0862622510401	18.4060649733975	19.3651688299188	22.1243121193572	22.362491233027	23.0427435174523	23.1191922848076	20.9838745218681	24.7887686327443
PLA2G2C	2.34981620678634	2.14142584178032	2.63215887008605	0.667400063932343	1.55804242197319	0.848199147881681	1.96162843628671	2.16569974144803	1.7352138042921
MUL1	24.2174935597368	26.9207820109526	28.6529294143652	28.5980927395009	27.0824432760634	28.7445266782125	22.8856650900116	23.3251715396497	26.8958139665276
PINK1	13.7152537783856	18.1511333255665	16.4321918032515	7.30803070005915	6.55294312771078	6.87983753281808	10.6021346437401	11.2674918980742	10.5352266689163
PINK1-AS	2.94925911668082	4.58876966095782	4.13624965299236	4.10451039318391	3.07026006682953	3.43991876640904	3.59631879985896	4.3899319083406	5.49484371359166
DDOST	184.412616799937	198.999644296871	217.491527208253	243.100473287356	253.640141341812	249.370549477214	249.920803870718	257.630470594149	253.217271583483
KIF17	3.90836777251198	4.02792003572964	3.27139745282123	8.14228077997458	10.3105748512932	9.56580150111007	7.23934303867713	6.38003437345501	8.30423749196935
HP1BP3	265.529231366857	235.658815254967	221.251754165518	201.187749272405	209.923303972329	198.572844954078	211.108584095617	211.126458578461	195.583384512353
EIF4G3	136.001607396859	128.995413802481	133.036829748063	144.225153815779	147.143359322233	148.717583928588	153.007018030363	155.023128789868	151.252803274128
ECE1	53.278485831421	47.111368519167	49.9358139924896	58.2640255812935	55.081382094464	57.3948090066604	50.9556339044952	53.1474423036436	57.0554824696999
NBPF3	29.1329254208715	25.8500690900624	24.2534638743643	23.1587822184523	24.9745035286879	23.2783543918639	25.0808207210943	26.8078508536	26.1108362931574
RAP1GAP	7.84071326141974	4.84370130878881	4.8130905053002	4.93876047309934	5.8655714709579	5.23056141193703	7.65969198931	6.73122892612226	6.03193370063445
USP48	157.869284749809	179.114975766054	182.446211966536	137.951593214815	138.528301224263	140.141348100007	169.914386933596	170.709818809005	168.894143617765
HSPG2	22.7068974268027	18.4060649733975	19.4403733690641	13.3146312754502	15.4429498883813	15.3147068367526	31.993225687057	29.1491478713816	31.0685900197062
LINC00339	4.31598895124023	5.35356460445079	6.42998809692448	5.67290054342491	4.03258038628356	3.72265181570293	5.83817986990091	6.38003437345501	5.04038295532468
