Com1	Com2	Com4	D1	D2	D4
SKI	132.860526549012	187.170815837513	190.981927159529	128.941692351729	119.511018720767	119.030613752729
MORN1	5.70669650219541	7.03611348013533	7.63326072324953	7.47488071604224	6.14052013365905	6.17300490958335
LOC100129534	1.41468526735096	2.14142584178032	1.27847716547037	1.60176015343762	1.55804242197319	1.36654307158715
RER1	80.0615950455062	89.073117752148	89.3053902350623	96.5394192478134	91.695379010834	93.9616167153374
PEX10	8.9197104992298	8.82063501495226	9.40056739316445	13.681701310613	13.3350101410058	12.3460098191667
MEGF6	2.54163793795258	2.80424812614089	1.84251120906023	1.10121010548837	1.60386719909005	1.22517654694021
TPRG1L	26.5673097665232	31.6115243310428	32.3379518324857	24.3934723367271	24.6995548659868	23.4668430913932
WRAP73	35.2951985345867	32.5292782632343	33.2780085718021	34.5379533084987	37.0264199104217	35.7186085607952
TP73	27.022886378043	30.2348934327554	31.5859064410325	49.3208647246001	56.043702413918	49.9023832003722
LRRC47	85.4565812345565	89.58298104781	87.2372654085661	86.0946082472722	85.554858877175	83.5476160663456
CEP104	41.8411151106344	43.9502160860627	40.986473834197	31.0341029728539	31.3441475479313	34.0693324399142
DFFB	14.9620950309661	15.6528031768228	12.4839534981224	17.8863217133868	16.542744539186	17.2467160069275
C1orf174	31.6985410752199	35.4354990485076	37.7526786509484	43.6479641811752	40.188329531485	42.2685908694371
NPHP4	35.2472431017952	39.3104600955387	38.5423263119742	47.1184445136234	45.4581788999237	42.692690443378
KCNAB2	429.464878364798	476.671195114385	482.211504999764	349.350563465385	357.479086288614	327.451993257211
RPL22	753.355871438981	686.530927608857	683.458851752628	658.924083120402	713.766728372189	675.260766063583
LOC107985733	0.959108655831161	1.07071292089016	1.09046581760708	2.36927022695982	2.4287131871935	1.93200917017494
LOC102724450	0.959108655831161	1.63156254611834	1.09046581760708	1.43491013745454	1.69551675332377	1.79064264552799
RNF207	9.44722025993694	11.1660061749974	12.4839534981224	12.2134211699619	15.213826002797	13.7125528907538
ICMT	79.5820407175906	83.2096898520352	88.891765269763	118.830581383154	109.200443869474	123.130242967491
GPR153	2.22992762480745	2.14142584178032	1.46648851333365	3.33700031966171	4.26170427186785	3.81689616546757
ACOT7	18.6546633559161	19.1708599168905	19.6283847169274	29.8995228641689	25.9826486252588	27.9434497052132
NOL9	33.5208475212991	33.9568954910879	34.0300539632553	35.90612343956	34.0478093978259	33.9750880901496
ZBTB48	48.1952099555158	52.006056157522	55.8393703153968	30.6336629344945	30.4276520055941	29.4984814763296
KLHL21	102.48075987556	125.222425414582	125.328364485668	100.777409653784	87.7544481787842	96.5062141589824
PHF13	32.9453823278004	29.5210848188287	30.6458497017161	37.9750636377503	37.2097190188892	35.6243642110306
THAP3	13.3316103160531	10.044306924541	12.1079308023958	10.6450310197209	11.7769677190327	10.3668784741094
DNAJC11	63.9245919111469	68.474640607404	76.0317890759141	89.598458582917	85.4632093229413	84.7256704384035
CAMTA1	16.2568917163382	17.0294340751101	18.575521168893	24.1932523175474	22.2708416787933	22.6186439435115
VAMP3	14.6983401506125	17.4883110412059	18.0114871253031	17.6527316910105	16.863517979004	17.7179377557507
PER3	23.2583849039057	25.3402057944004	22.749373091458	26.4290425317208	25.3411017456228	25.2574857369212
UTS2	5.41896390544606	4.94567396792121	4.43706780957362	3.57059034203803	2.79531140412837	2.49747526876273
PARK7	129.263869089645	148.982054992431	160.824906962257	227.416571784946	223.487437998919	232.359444344698
ERRFI1	9.44722025993694	8.56570336712127	9.32536285401913	9.67730092701897	7.24031478446366	8.76472452811071
RERE	84.5933834443084	75.2558224397083	72.9484029709561	71.1114768119911	75.6108822428167	71.9084388704136
ENO1	1945.07235402559	2143.5672676221	2403.01063931027	2930.52031072372	2950.97817199434	2805.13594856937
SLC2A5	31.8903628063861	40.687090993826	44.5210871740268	33.9706632541562	33.7270359580079	28.5560379786833
GPR157	2.30186077399479	2.80424812614089	1.95531801777821	1.90209018220718	2.10793974737549	1.5079095962341
MIR34AHG	6.45000571046456	10.299238572372	7.40764710581359	4.03777038679067	5.45314847690617	3.29855224176209
H6PD	65.5310989096641	85.0961840459845	90.1702424352334	84.9600281385872	86.517179196629	84.5371817388742
LINC02606	1.39070755095518	1.22367190958875	1.61689759162429	1.1679501118816	1.19144420503832	1.36654307158715
SLC25A33	12.1087467798684	12.3386917550199	13.6872261244474	16.4180415727356	15.3054755570308	16.9168607827513
TMEM201	31.2909198964916	34.3137997980513	31.5107019018872	44.5823242706805	44.5875081347034	43.3995230666127
PIK3CD	208.414310912111	210.369595790133	217.45392493868	212.566920362451	217.301093088143	205.264193787367
PIK3CD-AS1	1.70241786410031	1.58057621655214	1.76730666991492	2.50275023974628	2.74948662701151	2.4032309189981
CLSTN1	172.783424347984	141.538050875766	145.44557870704	160.376235362942	162.815433096199	154.749222313525
CTNNBIP1	22.5870088448238	20.7004498038764	22.8621799001759	16.2845615599492	13.9765570206419	15.3618290116349
LZIC	34.2641567295682	32.7842099110653	35.7973606331702	32.7026031326848	31.8482200962167	36.0955859598538
NMNAT1	18.1751090280005	19.1708599168905	18.575521168893	10.4114409973445	12.5559889300193	11.3093219717558
UBE4B	107.108459139945	100.647014563675	108.745763604126	73.8811870773103	74.9693353631806	68.7983753281808
KIF1B	36.4461289215841	29.1641805118653	34.8197016242811	22.4246421481267	17.3217657501725	21.8175669705121
PGD	361.703851830327	325.241796302777	323.41712059443	265.625225445072	250.111633503814	276.607166559193
CENPS	1.51059613293408	1.17268558002255	2.18093163521415	3.73744035802112	2.19958930160921	3.25143006687978
DFFA	102.528715308351	94.477668686165	88.3653334957458	89.3982385637373	93.2534214328072	86.6576796085784
PEX14	38.5801456808085	38.5456651520457	35.7597583635976	32.2354230879321	29.8777546801918	33.3153776417971
CASZ1	14.6983401506125	13.4094046759101	11.431089950088	15.4503114800337	15.9470224366668	16.0215394599873
C1orf127	2.87732596749348	3.46707041050147	4.32426100085565	2.1356802045835	1.97046541602492	1.74352047064568
TARDBP	203.59478991656	215.519215076319	212.152004928935	293.656028130231	283.701195130471	287.963610705831
MASP2	2.20594990841167	2.19241217134652	2.25613617435947	1.60176015343762	1.23726898215518	1.46078742135178
SRM	115.236904998114	136.592376907845	140.519681393022	206.393469771077	214.918204678067	212.002664795538
EXOSC10	128.232827284626	114.92318684221	115.138149431478	140.354233444972	135.412216380317	140.989547247888
MTOR	131.038220102932	121.245491708419	127.998125625327	116.661531175373	110.025289857577	118.983491577847
UBIAD1	24.6970478876524	27.8895222727103	30.8338610495794	46.3843044432978	40.7840516340041	45.5200209363169
FBXO44	11.4133930043908	11.1150198454312	7.63326072324953	7.67510073522194	10.1272757428257	8.01076972999366
FBXO6	6.56989429244345	7.03611348013533	6.65560171436043	6.64063063612681	7.88186166409968	5.23056141193703
MAD2L2	63.8526587619595	61.28556813857	65.051926360698	124.837181958545	114.699417123497	118.795002878318
AGTRAP	47.8115664931834	60.7247185133419	67.2704602654848	48.2530246223084	56.1811767452686	50.5620936487247
MTHFR	41.2656499171357	41.5028722668852	39.8584057470173	23.2922622312388	22.041717793209	23.0898656923347
CLCN6	41.1697390515526	42.9814758243049	36.0981787897515	27.4968826340125	32.2606430902684	27.7549610056839
KIAA2013	82.1236786555432	92.1832838556861	96.4498214538672	106.183350171636	105.855235139943	103.951517790388
PLOD1	76.4409598697435	70.6670527787505	63.2846196907831	67.37403645397	74.9693353631806	66.8192439831236
MFN2	144.753473881318	151.072494504645	163.457065832343	185.670697785978	176.196268014321	184.012092915443
MIIP	72.3887257988569	72.8084786205308	79.4535956070259	48.2196546191118	50.3156052743107	46.9808083576687
TNFRSF1B	89.628703887422	102.329563439359	96.9762532278845	85.0267681449804	84.7758376661884	79.1652538022903
VPS13D	60.5197561829463	57.66553873937	57.6442792548844	44.8159142930568	45.1832302372226	46.3682200841986
DHRS3	7.52900294827461	8.56570336712127	9.6261810106004	9.14338087587309	8.5234085437357	7.25681493187661
PRDM2	49.4180734917006	48.6919447357191	46.0251779569331	52.1906849995092	48.8950371836881	51.1275597473125
KAZN	24.8169364696313	20.9043951221412	22.7869753610306	34.3043632861224	35.5142022655654	31.2891241218576
EFHD2	148.086376460331	161.371733077017	177.257098765509	204.49137958887	189.164679938392	189.713876076203
CASP9	10.4063289157681	11.7778421297917	12.2583398806864	7.60836072882871	7.37778911581423	6.83271535793577
DNAJC16	25.7760451254625	29.4191121596963	28.352111257784	18.8874218092853	17.9633126298086	15.5974398860465
AGMAT	7.16933720233793	8.05584007145929	6.69320398393309	16.7851116078984	14.4348047918105	13.7125528907538
DDI2	56.1318340825187	54.4533999766995	53.62083641061	60.1327457603041	61.6343252221748	61.965659970245
PLEKHM2	104.998420097116	122.520149947574	119.83843312806	92.2680588386464	93.0242975472229	94.055861065102
UQCRHL	8.63197790248045	8.46373070798887	8.34770384513003	10.9119910452938	11.8686172732664	10.3668784741094
FLJ37453	3.76450147413731	4.07890636529584	4.0986473834197	4.03777038679067	4.536652934569	4.80646183799619
SPEN	231.960428412766	228.622701774832	241.030547960736	240.29739301884	239.251161327119	238.014105330576
ZBTB17	43.2797780943811	47.9271497922262	45.3107348350526	34.0374032605495	32.4897669758527	34.9175315877959
ARHGEF19	4.05223407088666	5.149619286186	4.77548823572754	4.13788039638052	4.17005471763413	4.38236226405535
CPLANE2	0.959108655831161	0.662822284360574	1.09046581760708	0.967730092701897	1.23726898215518	0.942443497646313
FBXO42	30.0680563603069	31.4585653423442	32.7515767977849	29.9662628705622	28.182237926868	29.0272597275064
SZRD1	53.5182629953788	54.3004409880009	62.3445629514666	74.0480370932934	70.3410328743779	71.7199501708844
NECAP2	45.2219731224392	47.5702454852628	45.160325756762	51.6567649483633	51.0029769310636	52.8239580430758
CROCCP3	1.65446243130875	1.32564456872115	1.61689759162429	1.40154013425792	1.69551675332377	1.31942089670484
NBPF1	9.23142081237492	8.36175804885648	7.44524937538624	5.30583050826212	5.0865502599713	4.80646183799619
LOC105376794	35.3431539673783	38.0358018563837	32.1123382150498	27.3967726244227	30.0610537886592	26.8125175080376
CROCCP2	13.7392314947814	13.7153226533073	12.5591580372677	9.61056092062573	10.4480491826438	11.8747880703435
CROCC	1.41468526735096	1.17268558002255	1.20327262632505	1.23469011827483	1.37474331350576	1.22517654694021
ATP13A2	88.4537957840288	92.4892018330832	90.2830492439514	73.1136770037881	76.8939760020887	74.0760589150002
SDHB	74.4987648416854	77.6521799293196	81.4841181639494	89.2647585509508	85.4173845458244	90.1447205498698
PADI2	4.96338729392626	5.0986329566198	3.27139745282123	2.40264023015643	3.39103350664754	2.45035309388041
ARHGEF10L	3.16505856424283	2.5493164783099	3.45940880068452	0.266960025572937	0.504072548285444	0.518343923705472
ALDH4A1	22.0355213677209	24.3204792030765	24.2910661439369	18.4202417645327	19.8879532687166	17.8121821055153
IFFO2	5.92249594975742	5.2515919453184	4.02344284427438	4.60506044113316	4.58247771168586	5.08919488729009
UBR4	764.025955235103	646.25172725156	645.217343597235	315.413270214425	320.177717715491	316.095549110573
EMC1	81.0686591341289	81.8330589537479	85.3571519299332	76.35056731386	73.548767272558	72.5210271438837
MRTO4	80.1814836274851	87.2376098877648	86.146799590959	182.567287488692	175.600545911802	184.059215090325
AKR7L	2.18197219201589	2.4983301487437	2.10572709606884	3.3036303164651	2.79531140412837	3.25143006687978
AKR7A3	10.8619055272879	11.4719241523946	10.9422604456434	13.4481112882367	13.1517110325384	13.0057202675191
LOC100506730	9.49517569272849	9.17753932191565	10.002203706327	10.978731051687	11.1354208393966	10.5553671736387
AKR7A2	79.6779515831737	89.4810083886776	99.3827984805346	114.158780935627	107.000854567865	108.946468327914
SLC66A1	109.530208495919	109.416663249061	117.055865179684	69.7766766841264	71.0284045311308	67.4318322565937
CAPZB	200.837352531045	203.741372946527	215.76182280791	226.8826517338	217.484392196611	215.819560961006
MICOS10	24.9128473352144	32.8861825701977	37.1886446073586	43.0473041236361	42.5712179415616	43.0696678424365
RPS14P3	0.719331491873371	1.32564456872115	0.752045391453156	1.26806012147145	1.28309375927204	1.08381002229326
TMCO4	16.3288248655255	20.1905865082144	18.6507257080383	18.8540518060887	17.4592400815231	17.623693405986
OTUD3	19.0862622510401	18.4060649733975	19.3651688299188	22.1243121193572	22.362491233027	23.0427435174523
PLA2G2C	2.34981620678634	2.14142584178032	2.63215887008605	0.667400063932343	1.55804242197319	0.848199147881681
MUL1	24.2174935597368	26.9207820109526	28.6529294143652	28.5980927395009	27.0824432760634	28.7445266782125
PINK1	13.7152537783856	18.1511333255665	16.4321918032515	7.30803070005915	6.55294312771078	6.87983753281808
PINK1-AS	2.94925911668082	4.58876966095782	4.13624965299236	4.10451039318391	3.07026006682953	3.43991876640904
DDOST	184.412616799937	198.999644296871	217.491527208253	243.100473287356	253.640141341812	249.370549477214
KIF17	3.90836777251198	4.02792003572964	3.27139745282123	8.14228077997458	10.3105748512932	9.56580150111007
HP1BP3	265.529231366857	235.658815254967	221.251754165518	201.187749272405	209.923303972329	198.572844954078
EIF4G3	136.001607396859	128.995413802481	133.036829748063	144.225153815779	147.143359322233	148.717583928588
ECE1	53.278485831421	47.111368519167	49.9358139924896	58.2640255812935	55.081382094464	57.3948090066604
NBPF3	29.1329254208715	25.8500690900624	24.2534638743643	23.1587822184523	24.9745035286879	23.2783543918639
RAP1GAP	7.84071326141974	4.84370130878881	4.8130905053002	4.93876047309934	5.8655714709579	5.23056141193703
USP48	157.869284749809	179.114975766054	182.446211966536	137.951593214815	138.528301224263	140.141348100007
HSPG2	22.7068974268027	18.4060649733975	19.4403733690641	13.3146312754502	15.4429498883813	15.3147068367526
LINC00339	4.31598895124023	5.35356460445079	6.42998809692448	5.67290054342491	4.03258038628356	3.72265181570293
CDC42	226.325665059758	222.402369567756	230.46431021082	248.706633824387	243.971113370155	248.192495105156
ZBTB40	89.7246147530051	99.882219620182	97.7282986193376	81.756507831712	87.0670765220313	85.997969160226
EPHB2	7.60093609746195	4.02792003572964	4.54987461829159	4.03777038679067	4.26170427186785	3.34567441664441
KDM1A	116.555679399882	110.946253136047	107.730502325665	162.545285570722	170.697294760298	164.644879038811
LUZP1	67.8329596836589	66.7920917317194	72.083550770785	80.2882276910608	73.8237159352592	77.7044663809385
HNRNPR	2.42174935597368	2.6512891374423	2.89537475709465	3.37037032285833	3.80345650069926	4.19387356452609
RPL11	1297.48218960839	1174.97996485303	1174.43168556282	1172.02125227159	1296.47459419016	1178.99681555554
ELOA	38.8678782775578	38.8005967998767	40.1968261731712	57.8969555461307	52.4235450216862	56.3581211592495
PITHD1	60.8794219288829	60.8776775020405	61.2540971338596	51.3898049227904	47.7494177557666	49.3369171017845
LYPLA2	50.1374049835739	54.4533999766995	52.5303705930029	55.3608353031878	58.334941269761	56.4052433341318
GALE	18.2230644607921	15.5508305176904	18.5003166297476	19.8551519019872	19.7963037144829	20.1682908496311
HMGCL	25.4883125287131	25.6461237717976	24.8551001875268	21.5903920682113	23.4622858838316	20.5923904235719
FUCA1	24.9847804844017	39.4124327546711	32.6763722586396	10.4781810037378	10.9062969538123	11.1208332722265
CNR2	22.4431425464492	20.7514361334426	17.8234757774398	5.20572049867227	7.1944900073468	4.19387356452609
PNRC2	160.36296725497	145.1070939454	144.618328776442	186.471577862697	182.611736810681	186.839423408381
SRSF10	169.498477201762	169.172641500645	177.821132809099	252.977994233554	237.601469350912	246.307608109864
STPG1	2.58959337074413	2.34537116004511	3.27139745282123	2.1356802045835	2.24541407872607	2.49747526876273
NIPAL3	48.0033882243496	45.4288196434824	49.1461663314637	21.356802045835	22.7749142270787	22.7600104681584
RCAN3	18.9423959526654	16.723516097713	18.1994984731664	7.64173073202532	9.073305869138	8.62335800346376
SRRM1	142.619457122094	130.372044700768	133.149636556781	174.858816750274	147.235008876467	164.927612088105
CLIC4	96.8220188061557	79.5386741232689	86.3348109388223	138.618993278748	125.880662740011	141.272280297182
RUNX3	43.951154153463	38.2907335042147	37.5270650335125	48.9871646926339	51.8278229191671	47.027930532551
SYF2	70.9500628151101	66.0272967882265	63.2470174212104	57.6633655237544	57.3267961731901	54.1433789397807
RSRP1	187.4577867822	199.968384558629	143.151840263108	85.9944982376823	120.381689485987	95.2810376120422
TMEM50A	31.6266079260325	32.7332235814991	38.4295195032563	40.7781439062661	41.0131755195884	41.4675138964378
MACO1	54.141683621669	41.2479406190542	44.4834849044542	33.8371832413698	32.5355917529696	34.2106989645611
LDLRAP1	54.8130596807509	52.6178921123164	48.3189164008653	52.7579750538517	51.9194724734008	55.7455328857794
MAN1C1	8.41617845491844	6.93414082100293	8.00928341897611	10.8786210420972	12.326865044435	10.0841454248155
SELENON	54.9329482627298	56.9517301254432	55.8769725849695	56.2618253894965	55.9978776368012	58.8555964280122
MTFR1L	23.2104294711141	27.5836042953131	24.2158616047916	24.2599923239407	23.6914097694159	22.2887887193353
LOC646471	7.40911436629572	8.66767602625367	7.55805618410422	4.40484042195346	5.59062280825675	4.66509531334925
AUNIP	7.60093609746195	7.13808613926772	7.52045391453156	13.8819213297927	11.1812456165135	14.6078742135178
PAQR7	8.29628987293954	8.46373070798887	6.09156767077056	9.07664086947986	10.8604721766955	9.80141237552165
STMN1	133.100303712969	133.635169793005	145.219965089604	321.119540761047	286.542331311717	302.335874044937
PAFAH2	13.2596771668658	16.9784477455439	14.4768737854733	9.84415094300205	9.80650230300774	10.8381002229326
PDIK1L	16.496668880296	13.9702543011383	15.4169305247897	13.7818113202029	11.1354208393966	11.639177195932
ZNF593	20.2611703544333	24.728369839606	20.1924187605172	39.2431237592217	35.1017792715137	37.5563733812056
CEP85	72.8922578431682	66.945050720418	74.3396869451445	68.3417665466719	66.1251533796269	67.2433435570644
SH3BGRL3	115.26088271451	117.625462309219	129.126193712507	106.984230248355	110.437712851629	106.166260009857
UBXN11	41.6732710958639	45.4288196434824	37.4894627639398	31.0674729760505	34.5977067232282	31.9017123953277
DHDDS	49.2262517605343	52.6178921123164	54.2600749933452	29.8661528609723	30.4276520055941	27.8963275303309
HMGN2	434.692020539078	485.644789118036	547.301033630034	863.148502683699	722.427611247276	814.318304141296
LOC101928728	0.50353204431136	0.764794943492971	0.789647661025814	1.3681701310613	1.14561942792146	1.5079095962341
ARID1A	285.119025662208	282.311306808039	289.311862092029	314.37880011533	312.524979936976	308.179023730344
PIGV	6.37807256127722	7.9028810827607	7.55805618410422	9.9442609525919	9.76067752589088	8.95321322763997
ZDHHC18	31.362853045679	31.3056063536456	30.4954406234255	24.5269523495136	26.3950716193105	22.9484991676877
GPN2	43.39966667636	41.8597765738486	40.7984624863337	43.8815542035515	43.9917860321842	45.4257765865523
GPATCH3	22.9706523071563	22.8928619752229	26.1335773529972	19.4880818668244	18.146611738276	19.9798021501018
NUDC	140.005886034954	153.111947687293	155.146964256786	223.011731362992	217.576041750845	214.971361813124
SLC9A1	45.6056165847717	43.1854211425697	38.354314964111	34.8716533404649	32.3064678673853	32.8912780678563
WDTC1	67.6171602360969	69.0864765621983	62.7205856471932	47.7524745743591	49.6282336175578	43.3524008917304
TMEM222	30.1879449422858	35.2315537302428	35.4589402070163	41.8793540117545	42.0671453932762	39.9124821253213
ACTG1P20	4.10018950367821	3.46707041050147	4.3618632704283	3.10341029728539	3.7576317235824	4.09962921476146
SYTL1	72.1249709185033	69.0864765621983	49.3717799488997	31.1008429792472	40.509102971303	30.8179023730344
MAP3K6	22.0355213677209	19.2218462464567	18.3875098210297	15.6171614960168	13.5183092494733	15.7388064106934
GPR3	1.4866184165383	1.17268558002255	1.91771574820555	2.00220019179703	1.60386719909005	2.35610874411578
WASF2	225.342578687531	205.933785117874	209.369436980559	206.25998975829	196.130046060155	197.724645806196
AHDC1	55.124769993896	39.5653917433697	34.2180653111186	43.581224174782	43.7626621465999	38.5930612286165
FGR	12.2286353618473	22.0260943725976	27.0736340923136	3.10341029728539	4.12422994051727	1.83776482041031
IFI6	4.22007808565711	4.33383801312683	4.62507915743691	1.93546018540379	2.15376452449235	1.83776482041031
FAM76A	8.58402246968889	9.33049831061424	9.32536285401913	5.47268052424521	6.18634491077591	7.30393710675892
STX12	29.9721454947238	29.5720711483949	25.6447478485526	20.9229920042789	18.8798081721457	21.0164899975128
PPP1R8	51.6000456837165	51.241261214029	57.4562679070211	78.0858074800841	76.5732025622707	79.9663307752896
THEMIS2	23.3542957694888	35.2315537302428	37.6398718422305	8.60946082472722	8.79835720643685	8.57623582858144
RPA2	67.5931825197011	66.1292694473589	67.9849033873653	81.9900978540883	85.1882606602401	84.207326514698
XKR8	5.25111989067561	6.06737321837757	5.41472681846272	4.57169043793655	4.81160159727015	4.47660661381998
EYA3	50.1853604163655	48.9978627131163	41.8889283039408	44.5155842642872	49.1241610692724	44.2477222144944
PTAFR	17.8633987148554	15.448857858558	19.5155779082094	2.7363402621226	5.0865502599713	3.11006354223283
DNAJC8	82.0517455063558	79.4367014641365	88.0645153391646	107.91859033786	104.251367940853	106.213382184739
PHACTR4	44.814351943711	39.4634190842373	36.2485878680421	47.5188845519828	42.2046197246268	45.8027539856108
SNHG3	92.6259184368944	92.948078799179	99.2699916718166	119.931791488642	109.10879431524	120.161545949905
RCC1	199.734377576839	158.057621655214	167.743724563626	275.569486397664	277.835623659514	280.094207500484
SNORA73A	3.66859060855419	4.07890636529584	5.26431774017209	5.17235049547565	5.04072548285444	6.17300490958335
SNORA73B	2.25390534120323	2.03945318264792	4.06104511384704	4.30473041236361	2.47453796431036	3.6284074659383
TRNAU1AP	17.575666118106	17.9471880073017	18.7259302471836	19.2878618476447	20.0254276000672	19.7913134505726
SNHG12	32.4658279998848	47.3153138374318	47.4164619311215	42.880454107653	43.3960639296651	44.1534778647297
SNORA16A	1.70241786410031	1.73353520525073	2.51935206136807	2.20242021097673	1.69551675332377	2.78020831805662
TAF12	27.1907303928134	26.2069733970258	25.60714557898	26.7961125668836	25.9826486252588	26.5297844587437
GMEB1	22.682919710407	26.3599323857244	28.4273157969293	37.9750636377503	31.8940448733336	36.1427081347361
YTHDF2	77.6398456895325	78.3150022136802	85.4699587386512	109.186650459331	98.8898690181808	108.333880054444
EPB41	91.1393000203561	74.6439864849139	77.573482128393	66.7733763964309	65.437781722874	65.6411896110657
SRSF4	147.726710714395	134.094046759101	133.036829748063	190.442608243094	189.989525926496	187.357767332087
